Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002106,Male,Yes,0,Graduate,Yes,5503,4490.0,70,360,1,Semiurban,true
LP002110,Male,Yes,1,Graduate,No,5250,688.0,160,360,1,Rural,true
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176,360,1,Rural,true
LP002113,Female,No,3,Not Graduate,No,1830,0.0,146,360,0,Urban,false
LP002114,Female,No,0,Graduate,No,4160,0.0,71,360,1,Semiurban,true
LP002115,Male,Yes,3,Not Graduate,No,2647,1587.0,173,360,1,Rural,false
LP002116,Female,No,0,Graduate,No,2378,0.0,46,360,1,Rural,false
LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158,360,1,Urban,true
LP002126,Male,Yes,3,Not Graduate,No,3173,0.0,74,360,1,Semiurban,true
LP002128,Male,Yes,2,Graduate,No,2583,2330.0,125,360,1,Rural,true
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160,360,1,Semiurban,true
LP002130,Male,Yes,0,Not Graduate,No,3523,3230.0,152,360,0,Rural,false
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126,360,1,Urban,true
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259,360,1,Semiurban,true
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187,360,1,Rural,true
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228,360,1,Semiurban,true
LP002140,Male,No,0,Graduate,No,8750,4167.0,308,360,1,Rural,false
LP002141,Male,Yes,3,Graduate,No,2666,2083.0,95,360,1,Rural,true
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105,360,0,Rural,false
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130,360,1,Semiurban,true
LP002144,Female,No,0,Graduate,No,3813,0.0,116,180,1,Urban,true
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165,360,1,Rural,true
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67,360,1,Urban,false
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100,480,0,Urban,false
LP002160,Male,Yes,3,Graduate,No,5167,3167.0,200,360,1,Semiurban,true
LP002161,Female,No,1,Graduate,No,4723,0.0,81,360,1,Semiurban,false
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236,360,1,Semiurban,true
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130,360,1,Urban,true
LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95,300,1,Urban,true
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141,360,1,Rural,true
LP002181,Male,No,0,Not Graduate,No,6216,0.0,133,360,1,Rural,false
LP002187,Male,No,0,Graduate,No,2500,0.0,96,480,1,Semiurban,false
LP002188,Male,No,0,Graduate,No,5124,0.0,124,360,0,Rural,false
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175,360,1,Semiurban,true
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570,360,1,Rural,false
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55,360,1,Semiurban,true
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155,360,1,Semiurban,true
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380,300,1,Rural,true
LP002205,Male,No,1,Graduate,No,3062,1987.0,111,180,0,Urban,false
LP002209,Female,No,0,Graduate,No,2764,1459.0,110,360,1,Urban,true
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120,180,1,Urban,true
LP002219,Male,Yes,3,Graduate,No,8750,4996.0,130,360,1,Rural,true
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130,360,1,Semiurban,true
LP002224,Male,No,0,Graduate,No,3069,0.0,71,480,1,Urban,false
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130,360,1,Urban,true
LP002226,Male,Yes,0,Graduate,No,3333,2500.0,128,360,1,Semiurban,true
LP002229,Male,No,0,Graduate,No,5941,4232.0,296,360,1,Semiurban,true
LP002231,Female,No,0,Graduate,No,6000,0.0,156,360,1,Urban,true
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128,360,1,Urban,true
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100,360,1,Urban,false
LP002237,Male,No,1,Graduate,No,3667,0.0,113,180,1,Urban,true
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132,360,1,Semiurban,true
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,146,360,0,Urban,false
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136,360,1,Urban,true
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125,360,1,Rural,true
LP002255,Male,No,3,Graduate,No,9167,0.0,185,360,1,Rural,true
LP002262,Male,Yes,3,Graduate,No,9504,0.0,275,360,1,Rural,true
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120,360,1,Urban,true
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113,180,1,Semiurban,true
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113,360,1,Urban,true
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135,360,1,Semiurban,true
LP002277,Female,No,0,Graduate,No,3180,0.0,71,360,0,Urban,false
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95,360,1,Urban,true
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109,360,1,Rural,true
LP002287,Female,No,0,Graduate,No,1500,1800.0,103,360,0,Semiurban,false
LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45,180,0,Urban,false
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65,300,1,Rural,false
LP002297,Male,No,0,Graduate,No,2500,20000.0,103,360,1,Semiurban,true
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53,360,1,Semiurban,true
LP002301,Female,No,0,Graduate,Yes,7441,0.0,194,360,1,Rural,false
LP002305,Female,No,0,Graduate,No,4547,0.0,115,360,1,Semiurban,true
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115,360,1,Urban,true
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66,360,1,Rural,true
LP002315,Male,Yes,1,Graduate,No,8300,0.0,152,300,0,Semiurban,false
LP002317,Male,Yes,3,Graduate,No,81000,0.0,360,360,0,Rural,false
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62,360,1,Semiurban,false
LP002319,Male,Yes,0,Graduate,No,6256,0.0,160,360,1,Urban,true
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218,360,0,Rural,false
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110,360,1,Rural,true
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178,360,0,Semiurban,false
LP002337,Female,No,0,Graduate,No,2995,0.0,60,360,1,Urban,true
LP002341,Female,No,1,Graduate,No,2600,0.0,160,360,1,Urban,false
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239,360,1,Urban,false
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112,360,1,Rural,true
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138,360,1,Semiurban,true
LP002348,Male,Yes,0,Graduate,No,5829,0.0,138,360,1,Rural,true
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80,360,0,Urban,false
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100,360,1,Urban,true
LP002362,Male,Yes,1,Graduate,No,7250,1667.0,110,360,0,Urban,false
LP002364,Male,Yes,0,Graduate,No,14880,0.0,96,360,1,Semiurban,true
LP002366,Male,Yes,0,Graduate,No,2666,4300.0,121,360,1,Rural,true
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81,360,1,Rural,false
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133,360,1,Semiurban,true
LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,true
LP002370,Male,No,0,Not Graduate,No,2717,0.0,60,180,1,Urban,true
LP002377,Female,No,1,Graduate,Yes,8624,0.0,150,360,1,Semiurban,true
LP002379,Male,No,0,Graduate,No,6500,0.0,105,360,0,Rural,false
LP002386,Male,No,0,Graduate,No,12876,0.0,405,360,1,Semiurban,true
LP002387,Male,Yes,0,Graduate,No,2425,2340.0,143,360,1,Semiurban,true
LP002390,Male,No,0,Graduate,No,3750,0.0,100,360,1,Urban,true
LP002393,Female,Yes,0,Graduate,No,10047,0.0,146,240,1,Semiurban,true
LP002398,Male,No,0,Graduate,No,1926,1851.0,50,360,1,Semiurban,true
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,146,360,1,Urban,true
LP002403,Male,No,0,Graduate,Yes,10416,0.0,187,360,0,Urban,false
LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138,360,1,Rural,true
LP002408,Male,No,0,Graduate,No,3660,5064.0,187,360,1,Semiurban,true
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180,360,1,Rural,true
LP002418,Male,No,3,Not Graduate,No,4707,1993.0,148,360,1,Semiurban,true
LP002422,Male,No,1,Graduate,No,37719,0.0,152,360,1,Semiurban,true
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175,300,1,Rural,true
LP002429,Male,Yes,1,Graduate,Yes,3466,1210.0,130,360,1,Rural,true
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110,360,1,Rural,true
LP002435,Male,Yes,0,Graduate,No,3539,1376.0,55,360,1,Rural,false
LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150,360,0,Rural,false
LP002444,Male,No,1,Not Graduate,Yes,2769,1542.0,190,360,1,Semiurban,false
LP002446,Male,Yes,2,Not Graduate,No,2309,1255.0,125,360,0,Rural,false
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60,300,1,Urban,true
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149,360,0,Rural,false
LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90,180,0,Rural,true
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84,360,1,Semiurban,true
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96,360,1,Semiurban,true
LP002459,Male,Yes,0,Graduate,No,4301,0.0,118,360,1,Urban,true
LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173,360,1,Urban,false
LP002472,Male,No,2,Graduate,No,4354,0.0,136,360,1,Rural,true
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160,360,1,Semiurban,false
LP002478,Male,Yes,0,Graduate,Yes,2083,4083.0,160,360,1,Semiurban,true
LP002484,Male,Yes,3,Graduate,No,7740,0.0,128,180,1,Urban,true
LP002487,Male,Yes,0,Graduate,No,3015,2188.0,153,360,1,Rural,true
LP002489,Female,No,1,Not Graduate,No,5191,0.0,132,360,1,Semiurban,true
LP002493,Male,No,0,Graduate,No,4166,0.0,98,360,0,Semiurban,false
LP002494,Male,No,0,Graduate,No,6000,0.0,140,360,1,Rural,true
LP002500,Male,Yes,3,Not Graduate,No,2947,1664.0,70,180,0,Urban,false
LP002501,Male,Yes,0,Graduate,No,16692,0.0,110,360,1,Semiurban,true
LP002502,Female,Yes,2,Not Graduate,No,210,2917.0,98,360,1,Semiurban,true
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110,360,1,Urban,false
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162,360,1,Semiurban,true
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113,180,0,Rural,false
LP002519,Male,Yes,3,Graduate,No,4691,0.0,100,360,1,Semiurban,true
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93,360,1,Urban,true
LP002524,Male,No,2,Graduate,No,5532,4648.0,162,360,1,Rural,true
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150,360,1,Rural,true
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230,300,1,Semiurban,true
LP002530,Male,Yes,2,Graduate,No,2873,1872.0,132,360,0,Semiurban,false
LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86,360,1,Semiurban,true
LP002533,Male,Yes,2,Graduate,No,2947,1603.0,146,360,1,Urban,false
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154,360,1,Rural,true
LP002536,Male,Yes,3,Not Graduate,No,3095,0.0,113,360,1,Rural,true
LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128,360,1,Semiurban,true
LP002541,Male,Yes,0,Graduate,No,10833,0.0,234,360,1,Semiurban,true
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246,360,1,Semiurban,true
LP002544,Male,Yes,1,Not Graduate,No,1958,2436.0,131,360,1,Rural,true
LP002545,Male,No,2,Graduate,No,3547,0.0,80,360,0,Rural,false
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500,360,1,Urban,false
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160,360,1,Semiurban,true
LP002556,Male,No,0,Graduate,No,2435,0.0,75,360,1,Urban,false
LP002560,Male,No,0,Not Graduate,No,2699,2785.0,96,360,1,Semiurban,true
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186,360,1,Urban,true
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110,360,1,Rural,true
LP002582,Female,No,0,Not Graduate,Yes,17263,0.0,225,360,1,Semiurban,true
LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119,360,0,Rural,false
LP002586,Female,Yes,1,Graduate,No,3326,913.0,105,84,1,Semiurban,true
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107,360,1,Rural,true
LP002588,Male,Yes,0,Graduate,No,4625,2857.0,111,12,1,Urban,true
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95,360,1,Semiurban,true
LP002602,Male,No,0,Graduate,No,6283,4416.0,209,360,0,Rural,false
LP002603,Female,No,0,Graduate,No,645,3683.0,113,480,1,Rural,true
LP002606,Female,No,0,Graduate,No,3159,0.0,100,360,1,Semiurban,true
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208,360,1,Semiurban,true
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138,360,1,Rural,false
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124,300,1,Semiurban,true
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243,360,1,Rural,true
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,480,360,1,Urban,true
LP002625,Male,No,0,Graduate,No,3583,0.0,96,360,1,Urban,false
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188,360,1,Urban,true
LP002634,Female,No,1,Graduate,No,13262,0.0,40,360,1,Urban,true
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100,360,1,Rural,false
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250,360,1,Semiurban,true
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148,360,1,Urban,true
LP002648,Male,Yes,0,Graduate,No,2130,6666.0,70,180,1,Semiurban,false
LP002652,Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,false
LP002659,Male,Yes,3,Graduate,No,3466,3428.0,150,360,1,Rural,true
LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113,480,1,Semiurban,true
LP002682,Male,Yes,0,Not Graduate,No,3074,1800.0,123,360,0,Semiurban,false
LP002683,Male,No,0,Graduate,No,4683,1915.0,185,360,1,Semiurban,false
LP002684,Female,No,0,Not Graduate,No,3400,0.0,95,360,1,Rural,false
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45,360,1,Semiurban,true
LP002690,Male,No,0,Graduate,No,2500,0.0,55,360,1,Semiurban,true
LP002692,Male,Yes,3,Graduate,Yes,5677,1424.0,100,360,1,Rural,true
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,480,360,1,Rural,true
LP002697,Male,No,0,Graduate,No,4680,2087.0,146,360,1,Semiurban,false
LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400,360,1,Rural,true
LP002705,Male,Yes,0,Graduate,No,3775,0.0,110,360,1,Semiurban,true
LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161,360,0,Semiurban,true
LP002714,Male,No,1,Not Graduate,No,2679,1302.0,94,360,1,Semiurban,true
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130,360,1,Semiurban,true
LP002717,Male,Yes,0,Graduate,No,1025,5500.0,216,360,1,Rural,true
LP002720,Male,Yes,3,Graduate,No,4281,0.0,100,360,1,Urban,true
LP002723,Male,No,2,Graduate,No,3588,0.0,110,360,0,Rural,false
LP002729,Male,No,1,Graduate,No,11250,0.0,196,360,1,Semiurban,false
LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125,360,1,Urban,true
LP002732,Male,No,0,Not Graduate,No,2550,2042.0,126,360,1,Rural,true
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324,360,1,Urban,true
LP002738,Male,No,2,Graduate,No,3617,0.0,107,360,1,Semiurban,true
LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66,360,1,Rural,false
LP002740,Male,Yes,3,Graduate,No,6417,0.0,157,180,1,Rural,true
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140,180,1,Semiurban,true
LP002743,Female,No,0,Graduate,No,2138,0.0,99,360,0,Semiurban,false
LP002753,Female,No,1,Graduate,No,3652,0.0,95,360,1,Semiurban,true
LP002755,Male,Yes,1,Not Graduate,No,2239,2524.0,128,360,1,Urban,true
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102,360,1,Semiurban,true
LP002767,Male,Yes,0,Graduate,No,2768,1950.0,155,360,1,Rural,true
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80,36,1,Semiurban,false
LP002772,Male,No,0,Graduate,No,2526,1783.0,145,360,1,Rural,true
LP002776,Female,No,0,Graduate,No,5000,0.0,103,360,0,Semiurban,false
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110,360,1,Rural,true
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,146,360,0,Rural,false
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,146,360,1,Rural,true
LP002785,Male,Yes,1,Graduate,No,3333,3250.0,158,360,1,Urban,true
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,false
LP002789,Male,Yes,0,Graduate,No,3593,4266.0,132,180,0,Rural,false
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26,360,1,Semiurban,true
LP002794,Female,No,0,Graduate,No,2667,1625.0,84,360,1,Urban,true
LP002795,Male,Yes,3,Graduate,Yes,10139,0.0,260,360,1,Semiurban,true
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,162,360,1,Semiurban,true
LP002804,Female,Yes,0,Graduate,No,4180,2306.0,182,360,1,Semiurban,true
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108,360,1,Semiurban,true
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600,360,1,Semiurban,true
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211,360,1,Rural,true
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132,360,1,Semiurban,true
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258,360,0,Urban,false
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120,360,1,Rural,true
LP002836,Male,No,0,Graduate,No,3333,0.0,70,360,1,Urban,true
LP002837,Male,Yes,3,Graduate,No,3400,2500.0,123,360,0,Rural,false
LP002840,Female,No,0,Graduate,No,2378,0.0,9,360,1,Urban,false
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104,360,0,Urban,false
LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186,360,1,Urban,true
LP002847,Male,Yes,0,Graduate,No,5116,1451.0,165,360,0,Urban,false
LP002855,Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,true
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187,480,1,Semiurban,false
LP002863,Male,Yes,3,Graduate,No,6406,0.0,150,360,1,Semiurban,false
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108,84,1,Urban,true
LP002872,Male,Yes,0,Graduate,No,3087,2210.0,136,360,0,Semiurban,false
LP002874,Male,No,0,Graduate,No,3229,2739.0,110,360,1,Urban,true
LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107,360,1,Rural,true
LP002888,Male,No,0,Graduate,No,3182,2917.0,161,360,1,Urban,true
LP002892,Male,Yes,2,Graduate,No,6540,0.0,205,360,1,Semiurban,true
LP002893,Male,No,0,Graduate,No,1836,33837.0,90,360,1,Urban,false
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36,360,1,Semiurban,true
LP002898,Male,Yes,1,Graduate,No,1880,0.0,61,360,1,Rural,false
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146,360,0,Rural,false
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172,84,1,Rural,false
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104,360,1,Urban,true
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70,360,1,Semiurban,true
LP002925,Male,No,0,Graduate,No,4750,0.0,94,360,1,Semiurban,true
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106,360,0,Semiurban,false
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56,180,1,Semiurban,true
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205,240,1,Semiurban,false
LP002933,Male,No,3,Graduate,Yes,9357,0.0,292,360,1,Semiurban,true
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142,180,1,Rural,true
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260,360,1,Urban,true
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110,360,1,Rural,true
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360,1,Rural,false
LP002943,Male,No,0,Graduate,No,2987,0.0,88,360,0,Semiurban,false
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180,360,1,Rural,true
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192,360,1,Urban,true
LP002949,Female,No,3,Graduate,No,416,41667.0,350,180,1,Urban,false
LP002950,Male,Yes,0,Not Graduate,No,2894,2792.0,155,360,1,Rural,true
LP002953,Male,Yes,3,Graduate,No,5703,0.0,128,360,1,Urban,true
LP002958,Male,No,0,Graduate,No,3676,4301.0,172,360,1,Rural,true
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496,360,1,Semiurban,true
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,146,180,1,Urban,false
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,true
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157,360,1,Rural,true
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108,360,1,Rural,true
LP002978,Female,No,0,Graduate,No,2900,0.0,71,360,1,Rural,true
LP002979,Male,Yes,3,Graduate,No,4106,0.0,40,180,1,Rural,true
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253,360,1,Urban,true
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187,360,1,Urban,true
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133,360,0,Semiurban,false
